;Kingdom;Phylum;Class;Order;Family;Genus;freq;prev;p.freq;p.prev;p;contaminant
ASV_644;None;None | unknown;None | unknown | unknown;None | unknown | unknown | unknown;None | unknown | unknown | unknown | unknown;None | unknown | unknown | unknown | unknown | unknown;0.000307287;11;NA;0.679207689;0.679207689;FALSE
ASV_645;Bacteria;Bacteria | Planctomycetes;Bacteria | Planctomycetes | Planctomycetacia;Bacteria | Planctomycetes | Planctomycetacia | Pirellulales;Bacteria | Planctomycetes | Planctomycetacia | Pirellulales | Pirellulaceae;Bacteria | Planctomycetes | Planctomycetacia | Pirellulales | Pirellulaceae | Blastopirellula;0.000203034;53;NA;0.980801688;0.980801688;FALSE
ASV_646;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria | KI89A clade;Bacteria | Proteobacteria | Gammaproteobacteria | KI89A clade | unknown family;Bacteria | Proteobacteria | Gammaproteobacteria | KI89A clade | unknown family | unknown genus;0.000203343;49;NA;0.970932958;0.970932958;FALSE
ASV_647;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria | Rickettsiales;Bacteria | Proteobacteria | Alphaproteobacteria | Rickettsiales | Mitochondria;Bacteria | Proteobacteria | Alphaproteobacteria | Rickettsiales | Mitochondria | NA;0.000277539;63;NA;0.995218003;0.995218003;FALSE
ASV_648;Bacteria;Bacteria | Planctomycetes;Bacteria | Planctomycetes | Planctomycetacia;Bacteria | Planctomycetes | Planctomycetacia | Pirellulales;Bacteria | Planctomycetes | Planctomycetacia | Pirellulales | Pirellulaceae;Bacteria | Planctomycetes | Planctomycetacia | Pirellulales | Pirellulaceae | Blastopirellula;0.00022289;50;NA;0.973657993;0.973657993;FALSE
ASV_649;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | unknown family;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | unknown family | unknown genus;0.000175386;39;NA;0.932723863;0.932723863;FALSE
ASV_650;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria | Caulobacterales;Bacteria | Proteobacteria | Alphaproteobacteria | Caulobacterales | Hyphomonadaceae;Bacteria | Proteobacteria | Alphaproteobacteria | Caulobacterales | Hyphomonadaceae | unknown genus;0.000193903;52;NA;0.978586498;0.978586498;FALSE
ASV_651;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae | unknown genus;0.000210813;36;NA;0.916842475;0.916842475;FALSE
ASV_652;Bacteria;Bacteria | Chloroflexi;Bacteria | Chloroflexi | Anaerolineae;Bacteria | Chloroflexi | Anaerolineae | Caldilineales;Bacteria | Chloroflexi | Anaerolineae | Caldilineales | Caldilineaceae;Bacteria | Chloroflexi | Anaerolineae | Caldilineales | Caldilineaceae | unknown genus;0.00019779;25;NA;0.837552743;0.837552743;FALSE
ASV_653;Bacteria;Bacteria | Cyanobacteria;Bacteria | Cyanobacteria | Oxyphotobacteria;Bacteria | Cyanobacteria | Oxyphotobacteria | Synechococcales;Bacteria | Cyanobacteria | Oxyphotobacteria | Synechococcales | Synechococcales Incertae Sedis;Bacteria | Cyanobacteria | Oxyphotobacteria | Synechococcales | Synechococcales Incertae Sedis | Schizothrix LEGE 07164;0.000225852;49;NA;0.970932958;0.970932958;FALSE
ASV_654;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae | Rubidimonas;0.000269132;35;NA;0.911040788;0.911040788;FALSE
ASV_655;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae | unknown genus;0.000218219;65;NA;0.996718237;0.996718237;FALSE
ASV_656;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae | unknown genus;0.000183995;24;NA;0.828527895;0.828527895;FALSE
ASV_657;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae | Portibacter;0.000205912;43;NA;0.950562588;0.950562588;FALSE
ASV_658;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae | Lewinella;0.000191009;31;NA;0.885138303;0.885138303;FALSE
ASV_659;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae | Rubidimonas;0.000189743;39;NA;0.932723863;0.932723863;FALSE
ASV_660;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae | unknown genus;0.000175934;35;NA;0.911040788;0.911040788;FALSE
ASV_661;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria | Thiohalorhabdales;Bacteria | Proteobacteria | Gammaproteobacteria | Thiohalorhabdales | Thiohalorhabdaceae;Bacteria | Proteobacteria | Gammaproteobacteria | Thiohalorhabdales | Thiohalorhabdaceae | Granulosicoccus;0.00018863;43;NA;0.950562588;0.950562588;FALSE
ASV_662;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae | Lewinella;0.000193002;38;NA;0.927678153;0.927678153;FALSE
ASV_663;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae | unknown genus;0.000212198;43;NA;0.950562588;0.950562588;FALSE
ASV_664;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria | Thiohalorhabdales;Bacteria | Proteobacteria | Gammaproteobacteria | Thiohalorhabdales | Thiohalorhabdaceae;Bacteria | Proteobacteria | Gammaproteobacteria | Thiohalorhabdales | Thiohalorhabdaceae | Granulosicoccus;0.00020323;51;NA;0.97620722;0.97620722;FALSE
ASV_665;Bacteria;Bacteria | Tenericutes;Bacteria | Tenericutes | Mollicutes;Bacteria | Tenericutes | Mollicutes | Izimaplasmatales;Bacteria | Tenericutes | Mollicutes | Izimaplasmatales | unknown family;Bacteria | Tenericutes | Mollicutes | Izimaplasmatales | unknown family | unknown genus;0.000342715;35;NA;0.911040788;0.911040788;FALSE
ASV_666;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales | Crocinitomicaceae;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales | Crocinitomicaceae | Crocinitomix;0.000199186;39;NA;0.932723863;0.932723863;FALSE
ASV_667;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae | Portibacter;0.000182175;44;NA;0.954465541;0.954465541;FALSE
ASV_668;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae | unknown genus;0.000175976;39;NA;0.932723863;0.932723863;FALSE
ASV_669;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales | Flavobacteriaceae;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales | Flavobacteriaceae | Algitalea;0.00016048;18;NA;0.767281997;0.767281997;FALSE
ASV_670;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria | Arenicellales;Bacteria | Proteobacteria | Gammaproteobacteria | Arenicellales | Arenicellaceae;Bacteria | Proteobacteria | Gammaproteobacteria | Arenicellales | Arenicellaceae | Arenicella;0.00023318;52;NA;0.978586498;0.978586498;FALSE
ASV_671;Bacteria;Bacteria | Deinococcus-Thermus;Bacteria | Deinococcus-Thermus | Deinococci;Bacteria | Deinococcus-Thermus | Deinococci | Deinococcales;Bacteria | Deinococcus-Thermus | Deinococci | Deinococcales | Trueperaceae;Bacteria | Deinococcus-Thermus | Deinococci | Deinococcales | Trueperaceae | Truepera;0.000205201;41;NA;0.942100328;0.942100328;FALSE
ASV_672;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria | Cellvibrionales;Bacteria | Proteobacteria | Gammaproteobacteria | Cellvibrionales | Halieaceae;Bacteria | Proteobacteria | Gammaproteobacteria | Cellvibrionales | Halieaceae | Congregibacter;0.000176234;35;NA;0.911040788;0.911040788;FALSE
ASV_673;Bacteria;Bacteria | Planctomycetes;Bacteria | Planctomycetes | Planctomycetacia;Bacteria | Planctomycetes | Planctomycetacia | Pirellulales;Bacteria | Planctomycetes | Planctomycetacia | Pirellulales | Pirellulaceae;Bacteria | Planctomycetes | Planctomycetacia | Pirellulales | Pirellulaceae | Blastopirellula;0.00019323;43;NA;0.950562588;0.950562588;FALSE
ASV_674;Bacteria;Bacteria | Verrucomicrobia;Bacteria | Verrucomicrobia | Verrucomicrobiae;Bacteria | Verrucomicrobia | Verrucomicrobiae | Verrucomicrobiales;Bacteria | Verrucomicrobia | Verrucomicrobiae | Verrucomicrobiales | Rubritaleaceae;Bacteria | Verrucomicrobia | Verrucomicrobiae | Verrucomicrobiales | Rubritaleaceae | Roseibacillus;0.000185257;40;NA;0.937529301;0.937529301;FALSE
ASV_675;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae | Lewinella;0.000212572;31;NA;0.885138303;0.885138303;FALSE
ASV_676;Bacteria;Bacteria | Cyanobacteria;Bacteria | Cyanobacteria | Oxyphotobacteria;Bacteria | Cyanobacteria | Oxyphotobacteria | Nostocales;Bacteria | Cyanobacteria | Oxyphotobacteria | Nostocales | Xenococcaceae;Bacteria | Cyanobacteria | Oxyphotobacteria | Nostocales | Xenococcaceae | Pleurocapsa PCC-7319;0.000191659;24;NA;0.828527895;0.828527895;FALSE
ASV_677;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria | Alteromonadales;Bacteria | Proteobacteria | Gammaproteobacteria | Alteromonadales | Alteromonadaceae;Bacteria | Proteobacteria | Gammaproteobacteria | Alteromonadales | Alteromonadaceae | Paraglaciecola;0.000191964;39;NA;0.932723863;0.932723863;FALSE
ASV_678;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae | unknown genus;0.000169583;40;NA;0.937529301;0.937529301;FALSE
ASV_679;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria | Cellvibrionales;Bacteria | Proteobacteria | Gammaproteobacteria | Cellvibrionales | Spongiibacteraceae;Bacteria | Proteobacteria | Gammaproteobacteria | Cellvibrionales | Spongiibacteraceae | unknown genus;0.000198215;38;NA;0.927678153;0.927678153;FALSE
ASV_680;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae | Amylibacter;0.000185039;38;NA;0.927678153;0.927678153;FALSE
ASV_681;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria | Caulobacterales;Bacteria | Proteobacteria | Alphaproteobacteria | Caulobacterales | Parvularculaceae;Bacteria | Proteobacteria | Alphaproteobacteria | Caulobacterales | Parvularculaceae | Parvularcula;0.000196587;49;NA;0.970932958;0.970932958;FALSE
ASV_682;Bacteria;Bacteria | Deinococcus-Thermus;Bacteria | Deinococcus-Thermus | Deinococci;Bacteria | Deinococcus-Thermus | Deinococci | Deinococcales;Bacteria | Deinococcus-Thermus | Deinococci | Deinococcales | Trueperaceae;Bacteria | Deinococcus-Thermus | Deinococci | Deinococcales | Trueperaceae | Truepera;0.000195535;49;NA;0.970932958;0.970932958;FALSE
ASV_683;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | 37-13;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | 37-13 | unknown genus;0.000229696;43;NA;0.950562588;0.950562588;FALSE
ASV_684;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria | Caulobacterales;Bacteria | Proteobacteria | Alphaproteobacteria | Caulobacterales | Hyphomonadaceae;Bacteria | Proteobacteria | Alphaproteobacteria | Caulobacterales | Hyphomonadaceae | Robiginitomaculum;0.000214968;30;NA;0.877959447;0.877959447;FALSE
ASV_685;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria | Cellvibrionales;Bacteria | Proteobacteria | Gammaproteobacteria | Cellvibrionales | Spongiibacteraceae;Bacteria | Proteobacteria | Gammaproteobacteria | Cellvibrionales | Spongiibacteraceae | unknown genus;0.000192503;49;NA;0.970932958;0.970932958;FALSE
ASV_686;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae | Ruegeria;0.000219975;52;NA;0.978586498;0.978586498;FALSE
ASV_687;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria | Rhizobiales;Bacteria | Proteobacteria | Alphaproteobacteria | Rhizobiales | Hyphomicrobiaceae;Bacteria | Proteobacteria | Alphaproteobacteria | Rhizobiales | Hyphomicrobiaceae | Filomicrobium;0.000184635;45;NA;0.958157525;0.958157525;FALSE
ASV_688;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria | Thiohalorhabdales;Bacteria | Proteobacteria | Gammaproteobacteria | Thiohalorhabdales | Thiohalorhabdaceae;Bacteria | Proteobacteria | Gammaproteobacteria | Thiohalorhabdales | Thiohalorhabdaceae | Granulosicoccus;0.000184685;42;NA;0.946442804;0.946442804;FALSE
ASV_689;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria | Pseudomonadales;Bacteria | Proteobacteria | Gammaproteobacteria | Pseudomonadales | Moraxellaceae;Bacteria | Proteobacteria | Gammaproteobacteria | Pseudomonadales | Moraxellaceae | Acinetobacter;0.000202602;39;NA;0.932723863;0.932723863;FALSE
ASV_690;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria | Thiohalorhabdales;Bacteria | Proteobacteria | Gammaproteobacteria | Thiohalorhabdales | Thiohalorhabdaceae;Bacteria | Proteobacteria | Gammaproteobacteria | Thiohalorhabdales | Thiohalorhabdaceae | Granulosicoccus;0.0001831;46;NA;0.961644398;0.961644398;FALSE
ASV_691;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae | unknown genus;0.000199053;35;NA;0.911040788;0.911040788;FALSE
ASV_692;Bacteria;Bacteria | Verrucomicrobia;Bacteria | Verrucomicrobia | Verrucomicrobiae;Bacteria | Verrucomicrobia | Verrucomicrobiae | Verrucomicrobiales;Bacteria | Verrucomicrobia | Verrucomicrobiae | Verrucomicrobiales | Rubritaleaceae;Bacteria | Verrucomicrobia | Verrucomicrobiae | Verrucomicrobiales | Rubritaleaceae | Rubritalea;0.000196996;32;NA;0.892030005;0.892030005;FALSE
ASV_693;Bacteria;Bacteria | Verrucomicrobia;Bacteria | Verrucomicrobia | Verrucomicrobiae;Bacteria | Verrucomicrobia | Verrucomicrobiae | Verrucomicrobiales;Bacteria | Verrucomicrobia | Verrucomicrobiae | Verrucomicrobiales | Rubritaleaceae;Bacteria | Verrucomicrobia | Verrucomicrobiae | Verrucomicrobiales | Rubritaleaceae | Rubritalea;0.000218897;18;NA;0.767281997;0.767281997;FALSE
ASV_694;Bacteria;Bacteria | Verrucomicrobia;Bacteria | Verrucomicrobia | Verrucomicrobiae;Bacteria | Verrucomicrobia | Verrucomicrobiae | Verrucomicrobiales;Bacteria | Verrucomicrobia | Verrucomicrobiae | Verrucomicrobiales | DEV007;Bacteria | Verrucomicrobia | Verrucomicrobiae | Verrucomicrobiales | DEV007 | unknown genus;0.000201718;42;NA;0.946442804;0.946442804;FALSE
ASV_695;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae | Actibacterium;0.000189544;44;NA;0.954465541;0.954465541;FALSE
ASV_696;Bacteria;Bacteria | Chloroflexi;Bacteria | Chloroflexi | Anaerolineae;Bacteria | Chloroflexi | Anaerolineae | Ardenticatenales;Bacteria | Chloroflexi | Anaerolineae | Ardenticatenales | unknown family;Bacteria | Chloroflexi | Anaerolineae | Ardenticatenales | unknown family | unknown genus;0.000209012;27;NA;0.85464135;0.85464135;FALSE
ASV_697;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | unknown family;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | unknown family | unknown genus;0.000174046;46;NA;0.961644398;0.961644398;FALSE
ASV_698;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria | Arenicellales;Bacteria | Proteobacteria | Gammaproteobacteria | Arenicellales | Arenicellaceae;Bacteria | Proteobacteria | Gammaproteobacteria | Arenicellales | Arenicellaceae | Arenicella;0.000216697;52;NA;0.978586498;0.978586498;FALSE
ASV_699;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Cytophagales;Bacteria | Bacteroidetes | Bacteroidia | Cytophagales | Cyclobacteriaceae;Bacteria | Bacteroidetes | Bacteroidia | Cytophagales | Cyclobacteriaceae | unknown genus;0.000213226;42;NA;0.946442804;0.946442804;FALSE
ASV_700;None;None | unknown;None | unknown | unknown;None | unknown | unknown | unknown;None | unknown | unknown | unknown | unknown;None | unknown | unknown | unknown | unknown | unknown;0.000175888;16;NA;0.744022504;0.744022504;FALSE
ASV_701;Bacteria;Bacteria | Firmicutes;Bacteria | Firmicutes | Clostridia;Bacteria | Firmicutes | Clostridia | Clostridiales;Bacteria | Firmicutes | Clostridia | Clostridiales | Ruminococcaceae;Bacteria | Firmicutes | Clostridia | Clostridiales | Ruminococcaceae | Faecalibacterium;0.000172001;22;NA;0.809487811;0.809487811;FALSE
ASV_702;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria | Sphingomonadales;Bacteria | Proteobacteria | Alphaproteobacteria | Sphingomonadales | Sphingomonadaceae;Bacteria | Proteobacteria | Alphaproteobacteria | Sphingomonadales | Sphingomonadaceae | Qipengyuania;0.000220508;21;NA;0.799460853;0.799460853;FALSE
ASV_703;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales | Flavobacteriaceae;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales | Flavobacteriaceae | Algitalea;0.000346598;17;NA;0.75583685;0.75583685;FALSE
ASV_704;Bacteria;Bacteria | Tenericutes;Bacteria | Tenericutes | Mollicutes;Bacteria | Tenericutes | Mollicutes | Izimaplasmatales;Bacteria | Tenericutes | Mollicutes | Izimaplasmatales | unknown family;Bacteria | Tenericutes | Mollicutes | Izimaplasmatales | unknown family | unknown genus;0.000220875;49;NA;0.970932958;0.970932958;FALSE
ASV_705;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae | unknown genus;0.000192446;49;NA;0.970932958;0.970932958;FALSE
ASV_706;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae | Antarctobacter;0.000208768;49;NA;0.970932958;0.970932958;FALSE
ASV_707;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria | Thiohalorhabdales;Bacteria | Proteobacteria | Gammaproteobacteria | Thiohalorhabdales | Thiohalorhabdaceae;Bacteria | Proteobacteria | Gammaproteobacteria | Thiohalorhabdales | Thiohalorhabdaceae | Granulosicoccus;0.00019221;17;NA;0.75583685;0.75583685;FALSE
ASV_708;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales | Flavobacteriaceae;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales | Flavobacteriaceae | Maritimimonas;0.000212324;34;NA;0.904975387;0.904975387;FALSE
ASV_709;Bacteria;Bacteria | Actinobacteria;Bacteria | Actinobacteria | Acidimicrobiia;Bacteria | Actinobacteria | Acidimicrobiia | Microtrichales;Bacteria | Actinobacteria | Acidimicrobiia | Microtrichales | Microtrichaceae;Bacteria | Actinobacteria | Acidimicrobiia | Microtrichales | Microtrichaceae | unknown genus;0.000186614;49;NA;0.970932958;0.970932958;FALSE
ASV_710;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae | unknown genus;0.000155492;28;NA;0.862716831;0.862716831;FALSE
ASV_711;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria | Rhizobiales;Bacteria | Proteobacteria | Alphaproteobacteria | Rhizobiales | Stappiaceae;Bacteria | Proteobacteria | Alphaproteobacteria | Rhizobiales | Stappiaceae | Labrenzia;0.000198874;51;NA;0.97620722;0.97620722;FALSE
ASV_712;None;None | unknown;None | unknown | unknown;None | unknown | unknown | unknown;None | unknown | unknown | unknown | unknown;None | unknown | unknown | unknown | unknown | unknown;0.00039634;10;NA;0.665055087;0.665055087;FALSE
ASV_713;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria | Steroidobacterales;Bacteria | Proteobacteria | Gammaproteobacteria | Steroidobacterales | Woeseiaceae;Bacteria | Proteobacteria | Gammaproteobacteria | Steroidobacterales | Woeseiaceae | Woeseia;0.000175578;31;NA;0.885138303;0.885138303;FALSE
